docking_folder,PLANTS,rDock,smina,SMILES,pic50
5sed_64,-111.952,-78.3207,-11.91982,Cn1cc(-c2ccccc2)nc1/C=C/c1nc(N2CCOCC2)c2cc(Cl)ccc2n1,8.881404634776237
5sed_89,-113.336,-73.8557,-10.69863,CN(C)c1nc(OCc2nc(-c3ccccc3)cn2C)nc2ccc(Cl)cc12,8.434624497285926
5see_354,-100.985,-80.0572,-8.25693,O=C(Nc1cc2nc(-c3ccccc3)cn2cc1Br)c1nc(C2CC2)ccc1Nc1cncnc1,8.938170692705299
5see_386,-95.9937,-82.0108,-9.395,COCc1ccc(Nc2cncnc2)c(C(=O)Nc2ccnn2-c2ccccn2)n1,8.834162375309871
5see_435,-95.3355,-82.0101,-9.94295,O=C(Nc1ccnn1-c1ccccn1)c1nc(C2CC2)ccc1Nc1cncnc1,8.464579281943825
5sef_1019,-94.8463,-66.6614,-9.17179,Cc1nnc2ccc(CCc3nc(N4CCCC4)nn3C)nn12,6.272717444812121
5sef_1128,-74.9459,-72.6866,-8.76557,Cc1cnc(C)n2nc(/C=C/c3nc(Br)nn3C)nc12,5.68629472154913
5sef_1142,-70.2736,-72.6596,-8.36471,Cc1cnc(C)n2nc(/C=C/c3ncnn3C)nc12,5.407401371093869
5sef_432,-110.956,-76.8293,-10.57209,Cc1nc(C(F)(F)F)n2nc(CCc3nc(N4CCCC4)nn3C)nc2c1C,8.122569226324156
5seh_1068,-73.8154,-71.6904,-7.93959,Cc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cc(NC(=O)OC(C)(C)C)n1,6.682642967596712
5seh_1117,-66.8097,-68.6958,-7.0179,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccc2nc(N3CCOCC3)nn2c1,5.702076522307537
5seh_1136,-58.2971,-62.6668,-6.46057,CN(C)C(=O)c1cnn(Cc2ccccc2)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,6.061099183555453
5seh_1151,-64.657,-57.2943,-7.24398,Cn1ncc(C(=O)O)c1C(=O)Nc1ccc2nc(N3CCOCC3)nn2c1,5.872088617109553
5seh_193,-94.8392,-84.0642,-10.91834,Cn1ncc(C(=O)N2C[C@@H]3C[C@H]2CO3)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,6.891384243893776
5seh_203,-93.081,-75.9636,-9.7219,CCN(CC)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.648880390262328
5seh_207,-92.3182,-80.4704,-10.01922,CN(C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1)C1CC1,8.958613013532721
5seh_276,-91.937,-86.8855,-9.52152,CN(CCO)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.68947661604848
5seh_279,-91.3071,-73.4949,-9.93272,CN(CC(F)(F)F)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.094360601732776
5seh_283,-92.7839,-73.7912,-10.24888,CN(C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1)C1CCCC1,7.24083849785052
5seh_315,-93.5598,-82.1787,-9.88777,CCN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,8.246775699816704
5seh_333,-93.6749,-79.4666,-9.40883,CN(CCF)c1nc2cc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)ccn2n1,8.247260306064671
5seh_335,-91.1964,-74.4367,-9.53348,COC(=O)CN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.297345480518754
5seh_340,-89.8462,-74.8789,-9.87652,CN(C)C(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,8.146423456380358
5seh_343,-94.0901,-77.9992,-10.20604,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(N3CCCC3)nc2c1,8.500587874327724
5seh_347,-90.6066,-77.7012,-9.43347,CN(CCF)c1nc2cc(NC(=O)c3c(C(=O)N4CCCC4)cnn3C)ccn2n1,8.640354207325457
5seh_348,-95.2237,-78.7092,-10.25365,COC1CN(C(=O)c2cnn(C)c2C(=O)Nc2ccn3nc(N4CCOCC4)nc3c2)C1,6.889181419593237
5seh_353,-84.6102,-82.1506,-8.99817,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N3CCCC3)nc2c1,7.672416312518819
5seh_355,-94.0082,-75.8996,-9.22955,CN(CCF)c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,8.247951552180561
5seh_368,-92.1474,-75.5634,-9.11874,CCN(CC)c1nc2ccc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)cn2n1,8.483596851552596
5seh_372,-93.8556,-75.3998,-10.40593,Cn1ncc(C(=O)N2CC(F)C2)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,8.302253448500602
5seh_373,-94.7474,-94.4777,-8.8771,Cn1ncc(C(=O)NC2CC2)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.718353142132485
5seh_402,-91.5724,-76.7377,-10.43305,Cn1ncc(C(=O)N2CCCC2)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,8.488498792673434
5seh_412,-99.4243,-75.2764,-10.24299,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccc2nc(N3CCOCC3)nn2c1,7.789291078442198
5seh_417,-89.3752,-79.629,-9.29086,CN(CCF)c1nc2cc(NC(=O)c3c(C(=O)N4CCOCC4)cnn3C)ccn2n1,8.206628751081043
5seh_418,-90.5621,-79.2369,-9.77947,CN(c1nc2cc(NC(=O)c3c(C(=O)N4CCOCC4)cnn3C)ccn2n1)C1CC1,8.58145693944792
5seh_425,-86.6719,-74.9512,-10.50115,Cn1ncc(C(=O)N2CC3(COC3)C2)c1C(=O)Nc1ccn2nc(N3CCOCC3)nc2c1,7.242232094984144
5seh_441,-78.4538,-85.6232,-10.6959,Cn1ncc(C(=O)N2CC3(COC3)C2)c1C(=O)Nc1ccn2nc(N3CCCC3)nc2c1,8.207048291749867
5seh_444,-91.719,-79.0276,-9.30489,CCN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,8.153230046462781
5seh_450,-93.253,-76.9306,-9.60753,CN(c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1)C1CC1,9.059107452039315
5seh_469,-99.7131,-77.9576,-10.15114,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccc2nc(N3CCCC3)nn2c1,9.317211218879159
5seh_486,-81.2058,-75.4262,-8.51804,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N(C)C3CC3)nc2c1,7.233415724576705
5seh_489,-88.2579,-81.3445,-9.54106,CN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCCC4)cnn3C)ccn2n1,8.277973180522453
5seh_493,-81.9951,-73.9363,-9.31428,CCN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCOCC4)cnn3C)ccn2n1,8.255519717061043
5seh_496,-89.3056,-80.881,-10.13209,Cn1ncc(C(=O)N2CCOCC2)c1C(=O)Nc1ccn2nc(-n3ccnc3)nc2c1,6.982728699122538
5seh_502,-85.9121,-82.3307,-8.22592,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N(C)CC)nc2c1,6.444115105199794
5seh_513,-89.9369,-71.2984,-9.51425,CN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)ccn2n1,7.7078325692157055
5seh_520,-90.3713,-73.0332,-9.31827,CN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,8.55792399705223
5seh_549,-85.3113,-74.7912,-8.17043,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(N(C)C)nc2c1,6.502695692546056
5seh_568,-85.6848,-82.1197,-9.43195,CN(C)c1nc2cc(NC(=O)c3c(C(=O)N4CCOCC4)cnn3C)ccn2n1,7.410936275679082
5seh_623,-92.89,-73.2112,-9.48781,CN(C)c1nc2ccc(NC(=O)c3c(C(=O)N4CC(F)C4)cnn3C)cn2n1,7.602424951997711
5seh_649,-87.2261,-73.7112,-8.742,CN(c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1)C1CC1,7.378298781323741
5seh_652,-94.1754,-73.282,-9.20711,CN(C)c1nc2ccc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)cn2n1,8.057515708378912
5seh_704,-84.5883,-71.454,-9.05125,CNc1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,8.113452876608894
5seh_717,-84.3411,-76.1419,-8.35394,CCN(C)c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1,6.545832252651266
5seh_745,-84.7817,-72.2754,-8.98542,COc1nc2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)ccn2n1,5.183772624176651
5seh_768,-83.8434,-70.0835,-8.38789,CN(C)c1nc2cc(NC(=O)c3c(C(=O)O)cnn3C)ccn2n1,6.010189458387086
5seh_846,-83.1218,-72.1113,-9.16658,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccn2nc(Br)nc2c1,7.1710759987145405
5seh_936,-77.21,-71.9508,-7.94198,CCOC(=O)c1cnn(C)c1C(=O)Nc1ccn2nc(Br)nc2c1,5.456158964856984
5sei_154,-101.682,-77.1036,-10.78108,Cc1c(Cl)cc(C(F)(F)F)c2nc(/C=C/c3nc(N4CCCC4)nn3C)nn12,8.56177419239547
5sei_274,-92.946,-76.8893,-10.5741,Cc1cnc(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C3CC3)nc12,7.732828271596986
5sei_293,-101.396,-74.8372,-11.04049,Cc1nc(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C)nc2c1C,8.038009712559935
5sei_300,-95.5792,-77.6699,-10.6641,Cc1cc(Cl)c(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C)nc12,9.48017200622428
5sei_308,-96.4048,-79.8547,-10.70377,Cc1cc(Cl)c(C)n2nc(/C=C/c3nc(N4CCCC4)n(C)n3)nc12,9.835647144215562
5sei_309,-96.8618,-74.9121,-11.02591,Cc1c(Cl)nn2c(C)c(/C=C/c3nc(N4CCCC4)nn3C)nc2c1C,7.317520979371418
5sei_350,-96.0372,-75.8628,-10.02148,Cc1cc(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C3CC3)nc2n1,7.684029654543082
5sei_364,-91.9727,-74.471,-10.42154,Cc1c(Br)cn2nc(/C=C/c3nc(N4CCCC4)n(C)n3)nc2c1C,7.136005395596158
5sei_375,-92.9603,-70.2224,-10.531,Cc1ccc2nc(/C=C/c3nc(N4CCCC4)nn3C)nn2c1C,8.059184791349198
5sei_382,-100.908,-74.3165,-10.80471,Cc1nc(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C)nc2c1Cl,7.614626127183768
5sei_393,-93.7994,-71.8037,-10.35634,Cc1c(Cl)ccc2nc(/C=C/c3nc(N4CCCC4)n(C)n3)nn12,8.339513984215031
5sei_406,-90.3146,-76.603,-10.20381,Cc1c(Br)cn2nc(/C=C/c3nc(N4CCCC4)nn3C)nc2c1C,7.92848619490491
5sei_429,-46.0723,-94.4643,-9.17954,Cn1nc(N2CCCC2)nc1/C=C/c1nc(N2CCCC2)n(C)n1,6.367288684416374
5sei_443,-89.9607,-77.5455,-10.46892,Cc1cnc(C)n2nc(/C=C/c3nc(N4CCCC4)n(C)n3)nc12,7.691222226335278
5sei_474,-88.7627,-75.2157,-10.21143,Cc1cnc(C)n2nc(/C=C/c3nc(N4CCCC4)nn3C)nc12,8.269783159431306
5sei_550,-92.553,-70.7619,-8.99922,Cn1nc(N2CCCC2)nc1/C=C/c1nc(N2CCCC2)nn1C,6.725535019117981
5sei_764,-82.4667,-74.5702,-9.39889,Cc1c(Cl)cc(C(F)(F)F)c2nc(/C=C/c3nc(Br)nn3C)nn12,6.938777546779164
5sej_119,-100.058,-80.5357,-9.72899,Cc1c(Cl)cc(OCC(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.304197274556907
5sej_127,-108.156,-74.2359,-10.52945,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C3CC3)nn12,9.145086977692143
5sej_135,-106.787,-78.8863,-10.5158,Cc1c(Br)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.363694015112765
5sej_146,-97.1615,-82.1055,-9.30664,COCCOc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,9.76457621812848
5sej_157,-108.132,-77.4385,-10.52302,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.960284119287028
5sej_158,-106.383,-75.886,-10.51221,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)n(C)n3)nn12,9.35261702988538
5sej_171,-106.542,-75.0776,-10.01523,CCc1cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn2c1C,8.472899304808102
5sej_187,-107.417,-79.5266,-10.39181,Cc1c(Cl)cc(C(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.776968320187445
5sej_188,-106.692,-79.2202,-10.70547,Cc1cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn2c1C,8.837435593476979
5sej_206,-98.7744,-77.8229,-9.85876,Cc1c(Cl)cc(OC(F)F)c2nc(CCc3nc(N4CCCC4)n(C)n3)nn12,9.270848774394986
5sej_208,-101.754,-76.8673,-10.73008,Cc1c(Cl)cc(OC2CCOCC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.440093374963888
5sej_223,-106.455,-75.3753,-10.06845,Cc1c(Cl)cc(OC(C)C)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.163151663264461
5sej_227,-99.509,-76.4971,-9.86387,Cc1c(Cl)cc(OC(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.636388020107855
5sej_228,-107.465,-78.5583,-10.25839,Cc1c(C#N)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.164689999130937
5sej_229,-106.05,-81.6009,-10.57892,Cc1c(Cl)cc(C2CC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.00056495012367
5sej_23,-111.883,-82.7375,-10.6034,Cc1c(Cl)cc(OCC(=O)N2CCOCC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.683400697906139
5sej_247,-104.768,-84.4299,-10.62868,Cc1c(Cl)cc(C(C)(C)O)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,7.11725353337469
5sej_266,-103.581,-74.4634,-9.71776,CCOc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,9.221848749616356
5sej_272,-100.926,-71.8974,-10.11988,Cc1c(Br)cc(Cl)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.911863911299449
5sej_273,-102.387,-80.5652,-10.32903,CNC(=O)c1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,5.2102853540230685
5sej_277,-101.872,-75.6427,-10.44644,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)n[nH]3)nn12,9.140861702705468
5sej_285,-101.772,-68.3474,-9.42562,Cc1c(C#N)cc(Cl)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.665916994453642
5sej_313,-100.633,-75.1178,-9.65548,COc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,9.35848514510307
5sej_318,-100.979,-75.9553,-9.88154,Cc1c(Cl)cc(C#N)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.653647025549361
5sej_322,-97.4724,-76.9245,-10.2128,Cc1c(Cl)cc(S(C)(=O)=O)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,7.060845308364329
5sej_325,-105.771,-75.3245,-9.88623,COC(=O)c1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,6.363621443272009
5sej_338,-100.422,-77.264,-10.12751,Cc1c(Cl)cc(Br)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.993962045002682
5sej_34,-111.95,-81.2675,-11.43125,Cc1cc(-n2nc(N3CCCC3)nc2CCc2nc3c(C(F)(F)F)cc(Cl)c(C)n3n2)ccn1,8.970632270856159
5sej_345,-106.462,-66.5772,-10.02159,Cc1c(Cl)cc(O)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.374481771028362
5sej_357,-100.46,-73.5163,-10.16377,Cc1c(Cl)cc(Cl)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,9.261212080597096
5sej_359,-99.8297,-73.3869,-10.40351,Cc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)nn3C)nc12,9.554395796726402
5sej_37,-114.392,-82.3781,-10.14725,COc1ccc(Cn2nc(CCc3nc4c(Cl)cc(Cl)c(C)n4n3)nc2N2CCCC2)cc1,8.587623666676526
5sej_374,-100.968,-74.6473,-10.38264,Cc1cc(Cl)c(C)n2nc(CCc3nc(N4CCCC4)n(C)n3)nc12,9.326058001365912
5sej_40,-106.99,-86.69,-11.00929,Cc1cc(-n2nc(CCc3nc4c(C(F)(F)F)cc(Cl)c(C)n4n3)nc2N2CCCC2)ccn1,8.007490664932224
5sej_434,-103.129,-77.1773,-11.02322,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCC(F)(F)C4)nn3C)nn12,8.00952794647438
5sej_47,-114.218,-80.4342,-11.25975,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)nn3C3CCOCC3)nn12,9.460952924796793
5sej_479,-98.9616,-67.0358,-9.98063,Cc1ccn2nc(CCc3nc(N4CCCC4)n(C)n3)nc2c1C,8.140801638466122
5sej_497,-97.0207,-69.13,-9.65842,Cc1c(Cl)cc(Cl)c2nc(CCc3nc4ccccc4n3C)nn12,7.213852183902824
5sej_50,-107.803,-82.405,-9.94379,Cc1c(Cl)cc(OCCN2CCOCC2)c2nc(CCc3nc(N4CCCC4)nn3C)nn12,8.864231485432178
5sej_512,-96.7705,-70.4849,-10.00803,Cc1c(Cl)ccc2nc(CCc3nc4ccc(Cl)c(C)n4n3)nn12,6.325769181180373
5sej_521,-98.1181,-73.9749,-9.48587,Cc1c(Cl)cc(Cl)c2nc(CCc3nc(N4CCCC4)no3)nn12,7.776011117429907
5sej_522,-96.305,-74.6937,-9.97235,Cc1c(Cl)cc(Cl)c2nc(CCc3n[nH]c(N4CCCC4)n3)nn12,9.665546248849068
5sej_582,-90.4009,-71.3886,-9.45299,Cc1c(Cl)cc(Cl)c2nc(CCc3nncn3-c3ccccc3)nn12,7.143996546002779
5sej_615,-94.4473,-73.0205,-9.26536,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(I)nn3C)nn12,6.90960437759402
5sej_663,-91.1206,-71.7196,-9.60814,Cc1c(Cl)cc(Cl)c2nc(CCc3cn4ccccc4n3)nn12,8.02662640974571
5sej_760,-93.7509,-70.0782,-8.84445,Cc1c(Cl)cc(Cl)c2nc(CCc3cn4c(n3)SCC4)nn12,7.575265329975104
5sej_780,-88.2361,-66.526,-9.29221,Clc1ccc2nc(CCc3nc4ccc(Cl)cn4n3)nn2c1,7.111461083741268
5sej_785,-89.7882,-69.8748,-9.26765,Cc1c(Cl)cc(Cl)c2nc(CCc3cn4cccnc4n3)nn12,6.442611914577012
5sej_791,-86.8901,-70.5685,-9.26873,Cc1c(Cl)cc(Cl)c2nc(CCc3nc4ncccn4n3)nn12,6.037725395376685
5sej_83,-110.164,-80.2856,-10.45177,Cc1c(Cl)cc(C(F)(F)F)c2nc(CCc3nc(N4CCCC4)n(C4CC4)n3)nn12,8.80271944187438
5sej_861,-89.6115,-70.2209,-8.42963,Cc1c(Cl)cc(Cl)c2nc(CCc3nn(C)cc3Cl)nn12,6.476269136863302
5sej_97,-107.918,-79.7926,-10.15188,COc1ccc(Cn2nc(N3CCCC3)nc2CCc2nc3c(Cl)cc(Cl)c(C)n3n2)cc1,9.197503792980122
5sej_972,-84.3013,-69.1962,-8.23074,Cc1c(Cl)cc(Cl)c2nc(CCc3nccn3C)nn12,6.777731056666124
5sej_980,-87.2467,-67.7556,-8.35871,Cc1c(Cl)cc(Cl)c2nc(CCc3ccn(C)n3)nn12,6.509879920012179
5sej_996,-82.7458,-69.2111,-8.0697,Cc1c(Cl)cc(Cl)c2nc(CCc3nccs3)nn12,6.291509414365313
5sek_215,-112.127,-69.2641,-10.108,Cn1cc(-c2ccccc2)nc1CCc1cnc2ccccc2n1,7.678795243145551
5sek_254,-108.929,-70.374,-10.30451,Cc1nc2ccccc2nc1CCc1ncc(-c2ccccc2)[nH]1,8.033876835174915
5sek_413,-108.019,-71.3821,-9.82675,Cc1nc2ccccc2nc1CCc1cccc(N2CCCC2)n1,6.909346992821018
5sek_62,-119.272,-75.7269,-10.43697,Cc1nc2ccccc2nc1CCc1nc(-c2ccccc2)cn1CC1CC1,8.03179733185715
5sek_72,-118.023,-72.9763,-10.33488,Cc1nc2ccccc2nc1CCc1nc(-c2ccccc2)cn1CC(F)(F)F,6.748819428790901
5sek_87,-115.645,-70.6732,-10.39011,CCn1cc(-c2ccccc2)nc1CCc1nc2ccccc2nc1C,7.39205198395872
5sek_98,-108.689,-77.2395,-10.50337,Cn1cc(-c2ccccc2)nc1CCc1nc2ccccc2nc1N1CCCC1,8.463380093435276
5sel_1024,-74.5821,-77.9819,-7.74357,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1ccnn1-c1ccccn1,6.883478592242161
5sel_1035,-63.747,-83.946,-8.29138,Cn1ncc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)c1C(=O)N1CCCCC1,5.363040152688329
5sel_1042,-78.1633,-75.6027,-7.60629,CC(C)c1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)n(C2CCCC2)n1,6.068043536367549
5sel_1046,-73.6232,-75.6713,-7.69723,Cc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)n(C2CCCC2)n1,6.187317214700733
5sel_1057,-69.5598,-69.9979,-7.00313,CCn1ncc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)c1C(=O)NCC(C)C,6.226123634662976
5sel_1069,-61.4674,-74.8365,-7.1438,CC(C)CNC(=O)c1c(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cnn1C,6.334502499099366
5sel_1070,-72.8546,-75.9394,-7.96517,CC(C)c1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)[nH]n1,5.0
5sel_1076,-70.3548,-76.4019,-7.2285,CCNC(=O)c1c(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cnn1CC,5.717371770341325
5sel_1078,-76.7736,-70.2345,-8.15534,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(C2CCC2)n[nH]1,5.0
5sel_1102,-84.468,-77.2319,-9.13101,Cn1cc(-c2ccncc2)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,6.905811971276509
5sel_1112,-73.2618,-70.1997,-7.30577,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1n[nH]cc1C#N,6.487358288384758
5sel_1120,-63.1316,-81.1018,-7.11945,CCNC(=O)c1c(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cnn1C,5.504557102180048
5sel_1129,-58.1195,-80.6831,-7.02419,CNC(=O)c1c(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cnn1C,5.0794343049823265
5sel_1138,-72.5995,-69.4535,-6.80876,Cn1nccc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,5.717458319473664
5sel_1139,-69.3567,-72.445,-7.46697,Cc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)cc(Br)n1,5.3323884885246216
5sel_1149,-68.2509,-72.2075,-7.23322,Cc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)n[nH]1,5.57187444292969
5sel_438,-90.7527,-79.8354,-9.66689,Cn1ncc(C(=O)N2CCC2)c1C(=O)Nc1cc(-c2ccccc2Cl)nn1C1CCCC1,6.055739960826381
5sel_468,-89.6599,-83.9892,-9.24725,Cn1nc(-c2ccc3ccccc3n2)cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,9.0395292224657
5sel_535,-95.6655,-79.0709,-9.2599,Cn1nc(-c2ccccn2)cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,8.09908693226233
5sel_542,-90.8145,-81.431,-9.60595,Cc1cc(Nc2cncnc2)cc(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,7.035174882116611
5sel_547,-100.086,-82.4679,-9.73742,Cn1nc(-c2ccccn2)cc1NC(=O)c1cc(C(F)(F)F)ncc1Br,5.0
5sel_548,-94.7169,-80.1056,-9.45811,Cc1cccc(-c2cc(NC(=O)c3c(C(=O)N4CCC4)cnn3C)n[nH]2)n1,8.010728208358305
5sel_608,-92.5282,-81.8094,-9.72969,COc1ccc(Cl)cc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.8605714917495
5sel_634,-93.1153,-79.0716,-9.07376,Cn1nc(-c2ccc(C(F)(F)F)cn2)cc1NC(=O)c1c(C(=O)N2CCC2)cnn1C,7.585946324969052
5sel_636,-84.0062,-81.5568,-10.13575,Cn1nc(-c2ccccn2)cc1NC(=O)c1cc(Br)c[nH]c1=O,6.52963802804398
5sel_655,-95.8693,-84.0352,-9.51017,Cn1nc(-c2ccccn2)cc1NC(=O)c1cccc2c1OCCO2,5.0
5sel_662,-92.9131,-75.6641,-8.69018,Cn1nc(-c2ccccn2)cc1NC(=O)c1ccn(CC(F)(F)F)n1,5.0
5sel_666,-88.4993,-81.0716,-8.87131,CCOc1ccccc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.622889444137247
5sel_710,-92.6504,-72.7676,-9.43695,Cn1nc(-c2ccccn2)cc1NC(=O)c1cccn(C)c1=O,5.355047848403578
5sel_711,-26.4491,-86.9304,-9.12946,Cn1nc(-c2ccccn2)cc1NC(=O)c1c(Nc2cncnc2)cc[nH]c1=O,7.746392098412807
5sel_723,-93.5987,-84.6243,-8.66333,CSc1ncc(Br)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,5.119676522630589
5sel_726,-92.4101,-78.5022,-9.56828,Cc1ccc(C)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,5.475821923785533
5sel_772,-90.8333,-77.7891,-8.45821,Cc1ncn(C)c1C(=O)Nc1cc(-c2ccccn2)nn1C,5.0
5sel_774,-90.4605,-78.8461,-8.75773,Cn1nc(-c2ccccn2)cc1NC(=O)c1c(I)cc[nH]c1=O,5.552211768487664
5sel_776,-88.7783,-88.7795,-9.18301,COc1ncc(C2CC2)nc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.77542472860629
5sel_814,-85.2511,-73.3237,-7.89575,CCCCc1cc(NC(=O)c2c(C(=O)N3CCC3)cnn2C)n(C2CCCC2)n1,6.208041419925734
5sel_886,-89.4115,-72.4829,-8.80912,Cc1noc(C(=O)Nc2cc(-c3ccccn3)nn2C)c1Br,5.205991126591788
5sel_921,-89.9353,-77.5049,-8.67162,COc1ncccc1C(=O)Nc1cc(-c2ccccn2)nn1C,5.011862656037469
5sel_934,-89.2677,-74.8035,-8.57377,Cn1cc(Br)c(C(=O)Nc2cc(-c3ccccn3)nn2C)n1,6.090603918990127
